ID,Name,Organizational Group,XWP Code,Initiator,Work Plan,Related to,Sequence,ECC / RC,Destructive,Phase,Gate,Remark,Duration,Duration factor,Duration calculated,Duration Total,Costs,Total Costs,Validity Status,Manager,Performed by,Note,App. No.
HOUS-419,"Testsupport and Evaluation [FF105] Park lock system ? Reliable engagement and function at 32% (17,7?) grade",BB-040-HousingCovers,R0425501xxxxx608,,,[FF105],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,M. Bassler_100,MAGNA,,1
HOUS-419,"Testsupport and Evaluation [FF105] Park lock system ? Reliable engagement and function at 32% (17,7?) grade",BB-040-HousingCovers,R0425601xxxxx608,,,[FF105],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,M. Bassler_100,MAGNA,,1
HOUS-421,Testsupport and Evaluation [FF107] Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-040-HousingCovers,M0427,,,,,,,,,,,,,,,,,,MAGNA,,
HOUS-421,Testsupport and Evaluation [FF107] Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-040-HousingCovers,R0427501xxxxx608,,,[FF107],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,M. Bassler_100,MAGNA,,1
HOUS-421,Testsupport and Evaluation [FF107] Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-040-HousingCovers,R0427601xxxxx608,,,[FF107],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,M. Bassler_100,MAGNA,,1
HOUS-447,Testsupport and Evaluation [FP4S] Oilmanagement,BB-040-HousingCovers,M0453,,,,,,,,,,,,,,,,,,MAGNA,,
HOUS-447,Testsupport and Evaluation [FP4S] Oilmanagement,BB-040-HousingCovers,R0453501xxxxx608,,,[FP4s],,ECC-010-MechanicalEngineering,,SD3,G3,,5,1,5,5,,,,M. Bassler_100,MAGNA,,1
HOUS-447,Testsupport and Evaluation [FP4S] Oilmanagement,BB-040-HousingCovers,R0453601xxxxx608,,,[FP4s],,ECC-010-MechanicalEngineering,,SD4,G4,,5,1,5,5,,,,M. Bassler_100,MAGNA,,1
HYB-002,D&T Meeting Support,BB-110-TractionEMotor,M1224,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-002,D&T Meeting Support,BB-110-TractionEMotor,S122450120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,3,1,60.85714286,7.789714286,,,,J. Meissner_100,MAGNA,,1
HYB-002,D&T Meeting Support,BB-110-TractionEMotor,S122460120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,3,1,42.85714286,2.485714286,,,,J. Meissner_100,MAGNA,,1
HYB-003,EPL Meeting Support,BB-110-TractionEMotor,M1225,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-003,EPL Meeting Support,BB-110-TractionEMotor,S122550120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,1,1,20.28571429,7.81,,,,J. Meissner_100,MAGNA,,1
HYB-003,EPL Meeting Support,BB-110-TractionEMotor,S122560120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,1,1,14.28571429,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-004,PCTM/sPCTM attendance,BB-110-TractionEMotor,M1226,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-004,PCTM/sPCTM attendance,BB-110-TractionEMotor,S122650120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,5,1,101.4285714,7.81,,,,J. Meissner_100,MAGNA,,1
HYB-004,PCTM/sPCTM attendance,BB-110-TractionEMotor,S122660120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,5,1,71.42857143,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-005,Customer Meeting Support,BB-110-TractionEMotor,M1227,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-005,Customer Meeting Support,BB-110-TractionEMotor,S122750120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,5,1,101.4285714,15.62,,,,J. Meissner_100,MAGNA,,1
HYB-005,Customer Meeting Support,BB-110-TractionEMotor,S122760120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,5,1,71.42857143,5,,,,J. Meissner_100,MAGNA,,1
HYB-006,Supplier Meeting Support,BB-110-TractionEMotor,M1228,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-006,Supplier Meeting Support,BB-110-TractionEMotor,S122850120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,10,1,202.8571429,15.62,,,,J. Meissner_100,MAGNA,,1
HYB-006,Supplier Meeting Support,BB-110-TractionEMotor,S122860120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,10,1,142.8571429,5,,,,J. Meissner_100,MAGNA,,1
HYB-007,General Management Support,BB-110-TractionEMotor,M1229,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-007,General Management Support,BB-110-TractionEMotor,S122950120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,,2,1,40.57142857,1.541714286,,,,J. Meissner_100,MAGNA,,1
HYB-007,General Management Support,BB-110-TractionEMotor,S122960120032104,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,,2,1,28.57142857,0.514285714,,,,J. Meissner_100,MAGNA,,1
HYB-109,Proof of Concept with Additional Teams (Attribute Teams),BB-110-TractionEMotor,M1243,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-109,Proof of Concept with Additional Teams (Attribute Teams),BB-110-TractionEMotor,S124350120032604,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD3,G3,,476,1,476,0.952,,,,J. Meissner_100,MAGNA,,1
HYB-109,Proof of Concept with Additional Teams (Attribute Teams),BB-110-TractionEMotor,S124360120032604,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD4,G4,,476,1,476,0.476,,,,J. Meissner_100,MAGNA,,1
HYB-110,NVH Investigation,BB-110-TractionEMotor,M1244,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-110,NVH Investigation,BB-110-TractionEMotor,S124450120032604,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD3,G3,,322,1,322,1.932,,,,J. Meissner_100,MAGNA,,1
HYB-110,NVH Investigation,BB-110-TractionEMotor,S124460120032604,BB-110_Hybrid,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD4,G4,,322,1,322,0.966,,,,J. Meissner_100,MAGNA,,1
HYB-201,Testsupport and Evaluation DP1 High speed endurance test,BB-110-TractionEMotor,M1245,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-201,Testsupport and Evaluation DP1 High speed endurance test,BB-110-TractionEMotor,R1245501xxxxx608,,,[DP1],,ECC-020-SystemEngineering,,SD3,G3,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-201,Testsupport and Evaluation DP1 High speed endurance test,BB-110-TractionEMotor,R1245601xxxxx608,,,[DP1],,ECC-020-SystemEngineering,,SD4,G4,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-202,Testsupport and Evaluation DP2_DUROP Dyno load test / Durability of Rotating Parts,BB-110-TractionEMotor,M1246,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-202,Testsupport and Evaluation DP2_DUROP Dyno load test / Durability of Rotating Parts,BB-110-TractionEMotor,R1246501xxxxx608,,,[DP2_DUROP],,ECC-020-SystemEngineering,,SD3,G3,,2.5,1,2.5,5,,,,J. Meissner_100,MAGNA,,1
HYB-202,Testsupport and Evaluation DP2_DUROP Dyno load test / Durability of Rotating Parts,BB-110-TractionEMotor,R1246601xxxxx608,,,[DP2_DUROP],,ECC-020-SystemEngineering,,SD4,G4,,2.5,1,2.5,5,,,,J. Meissner_100,MAGNA,,1
HYB-204,Testsupport and Evaluation DP4 Shift durability test,BB-110-TractionEMotor,M1248,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-204,Testsupport and Evaluation DP4 Shift durability test,BB-110-TractionEMotor,R1248501xxxxx608,,,[DP4],,ECC-020-SystemEngineering,,SD3,G3,,25,1,25,25,,,,J. Meissner_100,MAGNA,,1
HYB-204,Testsupport and Evaluation DP4 Shift durability test,BB-110-TractionEMotor,R1248601xxxxx608,,,[DP4],,ECC-020-SystemEngineering,,SD4,G4,,25,1,25,25,,,,J. Meissner_100,MAGNA,,1
HYB-207,Testsupport and Evaluation FP3 Towing test ,BB-110-TractionEMotor,M1251,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-207,Testsupport and Evaluation FP3 Towing test ,BB-110-TractionEMotor,R1251501xxxxx608,,,[FP3],,ECC-020-SystemEngineering,,SD3,G3,,5,1,5,5,,,,J. Meissner_100,MAGNA,,1
HYB-207,Testsupport and Evaluation FP3 Towing test ,BB-110-TractionEMotor,R1251601xxxxx608,,,[FP3],,ECC-020-SystemEngineering,,SD4,G4,,5,1,5,5,,,,J. Meissner_100,MAGNA,,1
HYB-208,Testsupport and Evaluation FP4 Lubrication test ,BB-110-TractionEMotor,M1252,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-208,Testsupport and Evaluation FP4 Lubrication test ,BB-110-TractionEMotor,R1252501xxxxx608,,,[FP4],,ECC-020-SystemEngineering,,SD3,G3,,5,1,5,5,,,,J. Meissner_100,MAGNA,,1
HYB-208,Testsupport and Evaluation FP4 Lubrication test ,BB-110-TractionEMotor,R1252601xxxxx608,,,[FP4],,ECC-020-SystemEngineering,,SD4,G4,,5,1,5,5,,,,J. Meissner_100,MAGNA,,1
HYB-209,Testsupport and Evaluation FP6 Gear contact pattern test (toothing) ,BB-110-TractionEMotor,M1253,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-209,Testsupport and Evaluation FP6 Gear contact pattern test (toothing) ,BB-110-TractionEMotor,R1253501xxxxx608,,,[FP6],,ECC-020-SystemEngineering,,SD3,G3,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-209,Testsupport and Evaluation FP6 Gear contact pattern test (toothing) ,BB-110-TractionEMotor,R1253601xxxxx608,,,[FP6],,ECC-020-SystemEngineering,,SD4,G4,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-210,Testsupport and Evaluation DF6 Full throttle acceleration ,BB-110-TractionEMotor,M1254,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-210,Testsupport and Evaluation DF6 Full throttle acceleration ,BB-110-TractionEMotor,R1254501xxxxx608,,,[DF6],,ECC-020-SystemEngineering,,SD3,G3,,20,1,20,20,,,,J. Meissner_100,MAGNA,,1
HYB-210,Testsupport and Evaluation DF6 Full throttle acceleration ,BB-110-TractionEMotor,R1254601xxxxx608,,,[DF6],,ECC-020-SystemEngineering,,SD4,G4,,20,1,20,20,,,,J. Meissner_100,MAGNA,,1
HYB-234,Testsupport and Evaluation SRV Scuffing resistance,BB-110-TractionEMotor,M1278,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-234,Testsupport and Evaluation SRV Scuffing resistance,BB-110-TractionEMotor,R1278501xxxxx608,,,[SRV],,ECC-020-SystemEngineering,,SD3,G3,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-234,Testsupport and Evaluation SRV Scuffing resistance,BB-110-TractionEMotor,R1278601xxxxx608,,,[SRV],,ECC-020-SystemEngineering,,SD4,G4,,2.5,1,2.5,2.5,,,,J. Meissner_100,MAGNA,,1
HYB-238,Testsupport and Evaluation SC  Special Cases,BB-110-TractionEMotor,M1282,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-238,Testsupport and Evaluation SC  Special Cases,BB-110-TractionEMotor,R1282501xxxxx608,,,[SC_v] / [SC_r],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,J. Meissner_100,MAGNA,,1
HYB-238,Testsupport and Evaluation SC  Special Cases,BB-110-TractionEMotor,R1282601xxxxx608,,,[SC_v] / [SC_r],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,J. Meissner_100,MAGNA,,1
HYB-240,Testsupport and Evaluation SF1 Transmission cooling on chassis dyno roll,BB-110-TractionEMotor,M1284,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-240,Testsupport and Evaluation SF1 Transmission cooling on chassis dyno roll,BB-110-TractionEMotor,R1284501xxxxx608,,,[SF1],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,J. Meissner_100,MAGNA,,1
HYB-240,Testsupport and Evaluation SF1 Transmission cooling on chassis dyno roll,BB-110-TractionEMotor,R1284601xxxxx608,,,[SF1],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,J. Meissner_100,MAGNA,,1
HYB-243,Testsupport and Evaluation RoR Gear Rattle Measurement on rig (DCT/HDT),BB-110-TractionEMotor,M1287,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-243,Testsupport and Evaluation RoR Gear Rattle Measurement on rig (DCT/HDT),BB-110-TractionEMotor,R1287501xxxxx608,,,[RoR],,ECC-020-SystemEngineering,,SD3,G3,,4,1,4,12,,,,J. Meissner_100,MAGNA,,1
HYB-243,Testsupport and Evaluation RoR Gear Rattle Measurement on rig (DCT/HDT),BB-110-TractionEMotor,R1287601xxxxx608,,,[RoR],,ECC-020-SystemEngineering,,SD4,G4,,4,1,4,12,,,,J. Meissner_100,MAGNA,,1
HYB-244,Testsupport and Evaluation RiV_DCT/HDT NVH Gear Rattle evaluation and measurement in vehicle (DCT/HDT),BB-110-TractionEMotor,M1288,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-244,Testsupport and Evaluation RiV_DCT/HDT NVH Gear Rattle evaluation and measurement in vehicle (DCT/HDT),BB-110-TractionEMotor,R1288601xxxxx608,,,[RiV_DCT_HDT],,ECC-020-SystemEngineering,,SD4,G4,,4,1,4,4,,,,J. Meissner_100,MAGNA,,1
HYB-246,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-110-TractionEMotor,M1290,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-246,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-110-TractionEMotor,R1290501xxxxx608,,,[FF4],,ECC-020-SystemEngineering,,SD3,G3,,12,1,12,12,,,,J. Meissner_100,MAGNA,,1
HYB-246,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-110-TractionEMotor,R1290601xxxxx608,,,[FF4],,ECC-020-SystemEngineering,,SD4,G4,,12,1,12,0,,,,J. Meissner_100,MAGNA,,1
HYB-247,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-110-TractionEMotor,M1291,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-247,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-110-TractionEMotor,R1291501xxxxx608,,,[FF4s],,ECC-020-SystemEngineering,,SD3,G3,,4,1,4,4,,,,J. Meissner_100,MAGNA,,1
HYB-247,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-110-TractionEMotor,R1291601xxxxx608,,,[FF4s],,ECC-020-SystemEngineering,,SD4,G4,,4,1,4,12,,,,J. Meissner_100,MAGNA,,1
HYB-249,Testsupport and Evaluation GCUP Getrag Cup,BB-110-TractionEMotor,M1293,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-249,Testsupport and Evaluation GCUP Getrag Cup,BB-110-TractionEMotor,R1293501xxxxx608,,,[GCUP],,ECC-020-SystemEngineering,,SD3,G3,,12,1,12,12,,,,J. Meissner_100,MAGNA,,1
HYB-249,Testsupport and Evaluation GCUP Getrag Cup,BB-110-TractionEMotor,R1293601xxxxx608,,,[GCUP],,ECC-020-SystemEngineering,,SD4,G4,,12,1,12,12,,,,J. Meissner_100,MAGNA,,1
HYB-250,Testsupport and Evaluation FP2 Efficiency test,BB-110-TractionEMotor,M1294,,,,,,,,,,,,,,,,,,MAGNA,,
HYB-250,Testsupport and Evaluation FP2 Efficiency test,BB-110-TractionEMotor,R1294501xxxxx608,,,[FP2],,ECC-020-SystemEngineering,,SD3,G3,,6,1,6,6,,,,J. Meissner_100,MAGNA,,1
HYB-250,Testsupport and Evaluation FP2 Efficiency test,BB-110-TractionEMotor,R1294601xxxxx608,,,[FP2],,ECC-020-SystemEngineering,,SD4,G4,,6,1,6,0,,,,J. Meissner_100,MAGNA,,1
HYD-0001,ED&T Meeting,BB-080-Hydraulics,M0954,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0001,ED&T Meeting,BB-080-Hydraulics,S095450117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD3,G3,"sample size:
0 if done in previous phase",4,1,4,err,,,,M. Auweck_100,MAGNA,,1
HYD-0001,ED&T Meeting,BB-080-Hydraulics,S095460117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD4,G4,"sample size:
0 if done in previous phase",4,1,4,err,,,,M. Auweck_100,MAGNA,,1
HYD-0009,Basic Project support,BB-080-Hydraulics,M0962,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0009,Basic Project support,BB-080-Hydraulics,S096250117032104,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,"Sample size:
only if new customer or new project",1,1,20.28571429,err,,,,M. Auweck_100,MAGNA,,1
HYD-0009,Basic Project support,BB-080-Hydraulics,S096260117032104,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,"Sample size:
only if new customer or new project",1,1,14.28571429,err,,,,M. Auweck_100,MAGNA,,1
HYD-0010,DVP support,BB-080-Hydraulics,M0963,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0010,DVP support,BB-080-Hydraulics,S096350117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD3,G3,"sample size:
0 if done in previous phase",8,1,8,err,,,,M. Auweck_100,MAGNA,,1
HYD-0010,DVP support,BB-080-Hydraulics,S096360117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD4,G4,"sample size:
0 if done in previous phase",8,1,8,err,,,,M. Auweck_100,MAGNA,,1
HYD-0011,Management resources,BB-080-Hydraulics,M0964,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0011,Management resources,BB-080-Hydraulics,S096450117032104,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD3,G3,"sample size:
0 if done in previous phase",1,1,20.28571429,err,,,,M. Auweck_100,MAGNA,,1
HYD-0011,Management resources,BB-080-Hydraulics,S096460117032104,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,"sample size:
0 if done in previous phase",1,1,14.28571429,err,,,,M. Auweck_100,MAGNA,,1
HYD-0013,Customer communication support,BB-080-Hydraulics,M0966,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0013,Customer communication support,BB-080-Hydraulics,S096650117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD3,G3,,10,1,10,10,,,,M. Auweck_100,MAGNA,,1
HYD-0013,Customer communication support,BB-080-Hydraulics,S096660117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-020-SystemEngineering,,SD4,G4,,10,1,10,10,,,,M. Auweck_100,MAGNA,,1
HYD-0301,DCL-LUB: Spezification / book of requirement ,BB-080-Hydraulics,M0987,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0301,DCL-LUB: Spezification / book of requirement ,BB-080-Hydraulics,S098750117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",50,1,50,err,,,,M. Auweck_100,MAGNA,,1
HYD-0301,DCL-LUB: Spezification / book of requirement ,BB-080-Hydraulics,S098760117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",50,1,50,err,,,,M. Auweck_100,MAGNA,,1
HYD-0304,DCL-LUB: Lubrication  calculations and simulations,BB-080-Hydraulics,M0990,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0304,DCL-LUB: Lubrication  calculations and simulations,BB-080-Hydraulics,S099050117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",150,1,150,err,,,,M. Auweck_100,MAGNA,,1
HYD-0304,DCL-LUB: Lubrication  calculations and simulations,BB-080-Hydraulics,S099060117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",150,1,150,err,,,,M. Auweck_100,MAGNA,,1
HYD-0305,DCL-LUB: Detailed design 3D support,BB-080-Hydraulics,M0991,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0305,DCL-LUB: Detailed design 3D support,BB-080-Hydraulics,S099150117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0,5 if base done in previouse phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
HYD-0305,DCL-LUB: Detailed design 3D support,BB-080-Hydraulics,S099160117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0,5 if base done in previouse phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
HYD-0306,DCL-LUB: Detailed design 2D support,BB-080-Hydraulics,M0992,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0306,DCL-LUB: Detailed design 2D support,BB-080-Hydraulics,S099250117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0,5 if base done in previouse phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
HYD-0306,DCL-LUB: Detailed design 2D support,BB-080-Hydraulics,S099260117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0,5 if base done in previouse phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
HYD-0307,DCL-LUB: Interfaces catalogue support,BB-080-Hydraulics,M0993,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0307,DCL-LUB: Interfaces catalogue support,BB-080-Hydraulics,S099350117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",25,1,25,err,,,,M. Auweck_100,MAGNA,,1
HYD-0307,DCL-LUB: Interfaces catalogue support,BB-080-Hydraulics,S099360117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",25,1,25,err,,,,M. Auweck_100,MAGNA,,1
HYD-0308,DCL-LUB: Supplier support,BB-080-Hydraulics,M0994,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0308,DCL-LUB: Supplier support,BB-080-Hydraulics,S099450117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,50,1,50,15,,,,M. Auweck_100,MAGNA,,1
HYD-0308,DCL-LUB: Supplier support,BB-080-Hydraulics,S099460117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,,50,1,50,15,,,,M. Auweck_100,MAGNA,,1
HYD-0309,DCL-LUB: Purchasing support - SQD & technical support for Supplier selection,BB-080-Hydraulics,M0995,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0309,DCL-LUB: Purchasing support - SQD & technical support for Supplier selection,BB-080-Hydraulics,S099560117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,,35,1,35,17.5,,,,M. Auweck_100,MAGNA,,1
HYD-0310,DCL-LUB: DFMEA support,BB-080-Hydraulics,M0996,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0310,DCL-LUB: DFMEA support,BB-080-Hydraulics,S099650117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",25,1,25,err,,,,M. Auweck_100,MAGNA,,1
HYD-0310,DCL-LUB: DFMEA support,BB-080-Hydraulics,S099660117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",25,1,25,err,,,,M. Auweck_100,MAGNA,,1
HYD-0311,DCL-LUB: Definition and support of DVP ,BB-080-Hydraulics,M0997,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-0311,DCL-LUB: Definition and support of DVP ,BB-080-Hydraulics,S099750117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",35,1,35,err,,,,M. Auweck_100,MAGNA,,1
HYD-1101,Valve & Spring: Specification / book of requirement,BB-080-Hydraulics,M1071,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-1101,Valve & Spring: Specification / book of requirement,BB-080-Hydraulics,S107150117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",50,1,50,err,,,,M. Auweck_100,MAGNA,,1
HYD-1101,Valve & Spring: Specification / book of requirement,BB-080-Hydraulics,S107160117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",50,1,50,err,,,,M. Auweck_100,MAGNA,,1
HYD-1102,Valve & Spring: Concept of valve,BB-080-Hydraulics,M1072,,,,,,,,,,,,,,,,,,MAGNA,,
HYD-1102,Valve & Spring: Concept of valve,BB-080-Hydraulics,S107250117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
HYD-1102,Valve & Spring: Concept of valve,BB-080-Hydraulics,S107260117032604,BB-080_Hydraulic System,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",40,1,40,err,,,,M. Auweck_100,MAGNA,,1
